fips,STATEFP,delta_STD_gen,delta_STD_gas
16015,16,-0.0293702028670944,0.0691730645323483
16017,16,1.75224127347666,0.200821433402612
16019,16,0.109312506233308,0.051305482975871
16021,16,0.459882069757934,0.102898933054596
16023,16,0.438991445294912,-0.540121333416724
16027,16,0.0709674003883676,-0.0105375222856092
16029,16,0.202743687198822,-0.094537709394075
16031,16,0.0125974423838686,0.156033102714623
16035,16,-0.0879268886998472,-0.00398502674013901
16037,16,-0.193613624268228,-0.261404236777939
16039,16,0.0110439305514731,-0.342534763811038
16041,16,0.0828467275149277,0.0919810375459115
16043,16,0.685592640318791,-0.0107446553298156
16045,16,0.12213103637192,0.0933555258494164
16047,16,0.0894830156020488,0.192797538799297
16049,16,0.7024486179995,-0.215719637848224
16051,16,0.0146274118226513,2.92908486458893
16053,16,0.0597208848292908,-0.0814440285943273
16055,16,0.0530132015964737,0.245422351590585
16057,16,0.310822531598869,0.0105740712270015
16059,16,0.463780301356411,-0.342779874922531
16061,16,-0.110430622009569,2.56212675888951
16063,16,0.256140892939904,-0.018125764099293
16065,16,0.0430816762918442,-0.232539085153928
16067,16,-0.00852716408164554,-0.0371150992541942
16069,16,0.0871773162268176,0.236843590794025
16071,16,0.00121799371925369,-0.0975161681533206
16073,16,-0.0053474976114853,0.174524360378105
16075,16,-0.0308647650143942,0.148224332560764
16077,16,0.451709755119134,0.0195197658870624
16079,16,0.384628559198485,-0.0258099702994631
16081,16,-0.212955481671404,-0.201123984830525
16083,16,0.124801401486413,0.0525095631642665
16085,16,-0.29258870300985,0.0433960568898142
16087,16,0.130730770616298,NA
17001,17,0.839895260936207,-0.245054826918942
17003,17,2.44916694669217,NA
17005,17,2.20201757385336,0.115326778197426
17007,17,0.068663754952858,-0.142526803993543
17009,17,-0.322265552505658,NA
17011,17,0.110146928251118,0.159098350695098
17015,17,0.253769111539457,-0.0647199213814404
17017,17,-0.0287472384565022,0.320811875189337
17019,17,0.173613207323417,0.0276564218762797
17021,17,0.205450135745818,-0.140374711502337
17023,17,0.37912109533427,-0.117244985721769
17025,17,-0.0885688650626884,NA
17027,17,0.14912422106314,0.996373409959977
17029,17,-0.193458882102806,-0.237625013332159
17031,17,0.186733485548718,0.0913145792603863
17033,17,0.122984307095672,-0.696364958197019
17035,17,-0.301658161381217,0.131206814172302
17037,17,-0.025651807441893,-0.259620909586015
17039,17,0.0296898920515482,-0.16318509402986
17041,17,0.0891413630561205,5.59660692226389
17043,17,0.270478775499878,0.122395488526561
17045,17,0.75756651742338,-0.819300766283525
17047,17,-0.399012491467949,-1
17049,17,0.121003674282432,-0.0300757282020849
17051,17,0.351762832867958,0.260208770611707
17053,17,0.166038619593213,0.0199623352165724
17055,17,0.559068953131607,0.630119004380832
17057,17,0.599857055468904,4.10679897713095
17059,17,5.77795031055901,NA
17061,17,-0.339653731255185,1.00203243431221
17063,17,0.00115321650136359,0.770583130458497
17065,17,0.0672048280050928,NA
17067,17,-0.0575151208940872,1.78260869565217
17069,17,-0.695665928503638,NA
17073,17,0.104454629808959,-0.257726467480504
17075,17,-0.0024654495810831,0.147406291881407
17077,17,0.188566495329007,-0.125683810213584
17079,17,1.63229783638659,0.593594699061292
17081,17,0.00872560491991341,1.1058267719877
17083,17,0.0595296359726729,0.520415068802166
17085,17,0.0624199279942174,0.623568576123321
17087,17,-0.576967741537593,0.0223986167871739
17089,17,0.130317516411474,0.0392865233785883
17091,17,-0.0613661546474052,0.38359380770935
17093,17,0.0965864464822453,0.446738820669148
17095,17,0.534949166776729,0.800784835238916
17097,17,0.357929369940369,0.192606109397033
17099,17,0.293549547138799,-0.0384986594069518
17101,17,0.227523130178822,0.986838124054463
17103,17,0.299940597812391,-0.153192517284179
17105,17,0.633806739651451,0.580832372270725
17107,17,-0.0915154129738259,0.0314574768956706
17109,17,0.0365900476040653,-1
17111,17,0.103823655828441,-0.00545043562454539
17113,17,0.199646136680238,0.347460280547474
17115,17,0.246326173651751,0.103237095931797
17117,17,0.28883546816411,0.394533418736387
17119,17,0.0655892557453669,0.623152469107031
17121,17,-0.0326496810134176,0.751562451258673
17123,17,0.644977731866979,1.45173475968627
17125,17,-0.226764050868894,-0.0980951581773936
17127,17,-0.355128506830919,0.384642903893063
17129,17,-0.0792027844691252,0.693127303246153
17131,17,1.07015983558975,1.887
17133,17,0.0382806973415594,-0.0307447573117773
17135,17,0.0563419838243519,0.411033411256605
17137,17,0.271883363140637,-0.13705569105277
17139,17,-0.148662366652629,-0.462886313465784
17141,17,0.167639737384406,-0.238966540881829
17143,17,0.993297040564907,0.00164639220792506
17145,17,-0.0426107784080529,NA
17147,17,0.0619426258459222,0.0809655366787269
