fips,STATEFP,delta_STD_gen,delta_STD_gas
17149,17,0.51160360779496,0.0011659978823401
17151,17,-0.706350495371122,NA
17155,17,-0.285781157267963,-1
17157,17,-0.261601584800611,NA
17159,17,-0.0924783113948911,1.27731653982348
17161,17,0.423902796377583,1.05868440864213
17163,17,0.696723819173349,0.0939736917825303
17165,17,0.28797724151512,-0.248772687531944
17167,17,0.59607885304768,0.0894440380394519
17169,17,0.154226317480838,NA
17171,17,0.487398547629218,NA
17173,17,0.32463665404446,0.948495065804939
17175,17,-0.0927719862504141,NA
17177,17,0.0738832316893822,0.303581518044344
17179,17,0.193897463193772,-0.173365964129111
17181,17,0.422425086038283,0.870463910073236
17183,17,0.240446838999846,-0.00133257719574314
17185,17,-0.396551881348663,0.679042517608206
17187,17,0.212555269234172,-0.480379905023744
17189,17,0.974992368659611,0.531928564113041
17191,17,6.98362298004974,-0.298561409590258
17193,17,0.28830039497948,0.462422551335107
17195,17,0.603872754182637,0.639025049393603
17197,17,0.203183171952341,0.0291672974599142
17199,17,0.0620663870624339,-0.00655656150601473
17201,17,-0.00738105815683549,0.896955094601232
17203,17,0.0400984295825397,0.373303438430331
18001,18,0.0532227422924033,0.669446487178959
18003,18,-0.00791913623297874,0.201197814597619
18005,18,1.30538461913192,0.102228107789842
18007,18,0.115380598289996,0.651223804613072
18009,18,-0.140252478207758,-0.0237018803188544
18011,18,0.0441324629146176,0.135122822012985
18013,18,-0.157932388804234,0.189410452885725
18015,18,-0.165025356301193,0.178986439827861
18017,18,-0.0351952790310137,0.741596155721755
18019,18,-0.00996234453428258,0.14676742215618
18021,18,-0.18843648963248,0.214478449246477
18023,18,-0.188884418103757,-0.0826649779736536
18025,18,0.173981252255176,0.14033332548313
18027,18,0.123895134581755,2.73505115574081
18029,18,0.105701821627833,0.315263809604926
18031,18,0.120449919517094,-0.00730518386994717
18033,18,0.042493876472139,0.0484582631442138
18035,18,-0.0055554674704155,0.160361168462036
18037,18,1.97091379535447,-0.13204175343041
18039,18,0.0910621624150996,0.0241084100030224
18041,18,0.112521172504648,0.650909367074184
18043,18,-0.00963708423672606,0.156309708716903
18045,18,0.341422478410734,0.197850734905811
18047,18,-0.180729231533597,0.0551414817216307
18049,18,0.0232569675781638,0.204326703609456
18051,18,0.0478723212896981,0.211608595339011
18053,18,-0.0307240881617147,0.150913731013293
18055,18,0.218649944875078,0.974908961141216
18057,18,0.0738306447805398,0.132312677524
18059,18,0.00176323571925901,0.298676922620702
18061,18,0.170262690249556,-0.154320148913148
18063,18,0.0164974168569054,0.0858916091956527
18065,18,-0.010257507289259,0.0796067289888324
18067,18,-0.0304333029154608,0.359941020245922
18069,18,0.132521771915968,-0.0829061689072982
18071,18,-0.0185390646006422,-0.0487927377315553
18073,18,0.183381777443241,-0.115753305937413
18075,18,0.0782906441565768,0.113289532339707
18077,18,-0.0462920597390353,0.132980953802495
18079,18,0.292269258591517,0.40228473966338
18081,18,-0.0222309113186887,0.140718794068955
18083,18,0.119108226984897,-0.256769732090224
18085,18,0.0168643869390623,-0.063832219210976
18087,18,0.0573689275888224,0.690939732093246
18089,18,0.279015118210632,0.0293826996134502
18091,18,0.30246649979057,-0.124700879838641
18093,18,0.195121727783058,0.530265179841608
18095,18,0.00169761384145662,0.148962483029611
18097,18,0.00924186854569684,0.152746464326808
18099,18,0.0658342286170492,0.048522045832837
18101,18,1.54856977201256,-0.101994093553948
18103,18,0.0771447009953216,-0.0878044973580157
18105,18,0.181142506693872,0.159590528217529
18107,18,0.279265293861137,-0.0459475340022317
18109,18,0.057246962411554,-0.0514904286051236
18111,18,-0.13639616723558,0.0648369301829236
18113,18,-0.0739924554459119,0.422897023158582
18115,18,0.502262015935094,0.158491466762143
18117,18,0.192291153839746,0.239312499063518
18119,18,0.0571731590762764,0.231086657496561
18121,18,0.32188867686552,2.68993506493507
18123,18,-0.0363538402353405,0.891355975300993
18125,18,0.0789677801304875,-0.552419978351631
18127,18,0.153893266797016,0.675950803017609
18129,18,3.15866348817685,-0.814814814814815
18131,18,0.135913527946461,0.0937219451656171
18133,18,0.0583807095144479,0.234480833101967
18135,18,-0.00748706475439839,0.0670342760997272
18137,18,-0.0278608123989892,0.854069596987558
18139,18,0.213003615755605,-0.038745118612137
18141,18,0.0861462888882711,0.0262608945146983
18143,18,-0.151740205840924,-0.242442326035387
18145,18,0.0202003759926691,0.0101217749656011
18147,18,0.857178053772208,-0.0267123705153554
18149,18,-0.100926552634754,0.742021254092982
18151,18,0.415144984703941,0.376904698835043
18153,18,0.205019773680838,3.74570001925545
18155,18,-0.426792224990296,-0.217609285043467
18157,18,0.243798457902295,0.215996091435501
18159,18,-0.0325380475643453,-0.0672744297702155
18161,18,-0.171370867204791,0.118831621971887
18163,18,0.359718846933604,0.214936412261403
18165,18,0.406146735525258,0.717609046849758
18167,18,0.551109162130825,0.664379882114027
18169,18,0.355696785896985,0.450643932555104
18171,18,-0.313875878220141,-0.15355792354441
18173,18,0.286084302602917,0.123499426384486
18175,18,-0.055792977192328,-0.299727016358519
18177,18,0.425485748635711,0.132552433855166
18179,18,0.25875942282865,0.435148974103183
18181,18,-0.142261490399356,1.81462389004882
18183,18,0.173396802981396,-0.120314829720111
19001,19,-0.0943942631297616,0.0409187336814621
19003,19,0.937574141111913,NA
19005,19,0.292582869394498,NA
19007,19,0.405364076676711,0.383818224621228
19009,19,-0.157480774300258,NA
19011,19,-0.00807946388449709,-0.20159473114206
19013,19,0.157139897844531,-0.0716206992224457
19015,19,-0.0026765935543453,NA
19017,19,-0.0340517370583145,NA
19019,19,-0.0229938978126282,0.361741263028817
19021,19,0.187009002070811,-0.292733048066666
19023,19,-0.0595902091998552,NA
19025,19,0.319863211629709,NA
19027,19,0.210853895418332,-0.121705426356589
19029,19,0.690982864304424,0.196328295463957
19031,19,0.828749598204574,-0.0145238489922604
19033,19,0.583772503656768,0.907060451126201
19035,19,0.225996388581976,NA
19037,19,0.0718459557005437,NA
19039,19,0.54172696849236,-0.119105168602656
19041,19,0.0763364497238409,NA
19043,19,0.208500723727407,-0.0937325794377638
19045,19,0.392508574722427,2.21582408510113
19047,19,0.633062802009705,6.23759791122716
19049,19,0.324011216634951,0.0197074619193499
19051,19,0.916435909872884,-0.190679663506476
19053,19,0.442735499374999,-0.032177600399102
19055,19,0.698148692161615,0.161760162139714
19057,19,0.219531717499799,-0.00564764910992546
19059,19,0.200343699383025,-0.298579432866221
19061,19,0.291241805597107,1.21611680160132
19063,19,-0.158808121088074,NA
19065,19,-0.0324705293108508,-0.135841444053369
19067,19,0.0119572759410284,-0.107274104800416
19069,19,0.0720981663304239,0.501717306584053
19071,19,0.215203832822093,0.41840556447298
19073,19,-0.0738950341797894,-0.667103134868674
19075,19,0.278279883727586,0.475168690958165
19077,19,0.0728530036544088,NA
19079,19,0.275968387389962,-0.00071302303535119
19081,19,-0.0226454056414025,NA
19083,19,0.0680050634134327,-0.362883270575578
19085,19,-0.0936882710337391,1.18941373349702
19087,19,0.146868894383359,0.0550879670116445
19089,19,0.124814037490783,NA
19091,19,0.702774445051108,NA
19093,19,0.829179523849069,NA
19095,19,0.91614237934066,-0.16527631010135
19097,19,-0.331039987043332,-0.697127183484914
19099,19,0.428698469511566,-0.20492397885636
19101,19,-0.327416227533126,1.65609474841079
19103,19,2.41048867737629,0.105069239638151
19105,19,0.0427159717728335,NA
19107,19,0.0698908651376065,-0.156673893966496
19109,19,-0.0835805832801719,NA
19111,19,-0.00133891597440407,-0.0241793632223561
19113,19,0.223373539388754,-0.0691864278632911
19115,19,-0.0377690460663199,NA
19117,19,-0.0121030209690069,8.02711676812397
19119,19,-0.629249333888141,NA
19121,19,0.0275548091993967,1.01363445014895
19123,19,0.138987365680221,-0.175511857044079
19125,19,-0.185694798063581,0.0533619376876121
19127,19,0.0267316313666916,0.676819911110963
19129,19,0.0806783526940449,1.13747856107883
19131,19,-0.115909522468027,NA
19133,19,-0.0185193209715557,0.669246646026832
19135,19,0.771392441513399,-0.556477093206951
19137,19,0.250119899660691,NA
19139,19,0.272897466813589,0.179477236587519
19141,19,0.0752863025193613,NA
19143,19,0.936444033855655,NA
19145,19,-0.00952518872650048,NA
19147,19,2.21108766349452,8.71663619744059
19149,19,0.0300601551814739,NA
19151,19,0.459874143565158,NA
19153,19,0.130655612496734,0.115066591879614
19155,19,0.292460978389943,0.0200154878355119
19157,19,0.0127983431990977,0.218505218419377
19159,19,-0.820003515556337,NA
19161,19,0.0393284798658522,NA
19163,19,0.266623803223859,0.0759838803183821
19165,19,0.510824238238481,0.170943180142727
19167,19,0.284820294183585,0.752575473750801
19169,19,0.181515415574161,0.167034763526372
19171,19,0.0671696111990012,1.30726478184437
19173,19,0.359355835686925,NA
19175,19,1.01904746891893,2.745
19177,19,0.0571078774569662,0.3885406356538
19179,19,-0.00895725877779454,0.0443976816985763
19181,19,0.0387810163957875,-0.0575813955197113
19183,19,1.94552137319828,0.23118303305534
19185,19,0.372758489836969,NA
19187,19,0.610870891180702,0.111761359018126
19189,19,0.829824766026333,NA
19191,19,-0.0276511952240338,NA
19193,19,0.234392235116987,0.729434490214777
19195,19,0.504832119759894,-0.0623081254987219
19197,19,0.140639658353265,0.189779517824026
20001,20,-0.205761736611816,NA
20003,20,0.567605185320733,NA
20005,20,0.396232475266059,-0.246777573245089
20007,20,1.08776948400504,NA
20009,20,0.109960930590312,-0.0690168818272096
20011,20,1.75445082428743,-1
20013,20,-0.366891629193579,-1
20015,20,0.361143604732093,0.168053389413222
20017,20,1.24154181363801,-0.562750631219367
20019,20,-0.184014869888476,NA
20021,20,1.24623685646174,NA
20023,20,0.454336147352264,NA
20027,20,0.61953747870987,NA
20029,20,-0.490902076668531,NA
20031,20,0.118372273157154,0.388016636935216
20033,20,1.02488479262673,NA
20035,20,0.196156401088983,3.22892235605545
20037,20,0.0518902705764702,NA
20039,20,-1,NA
20041,20,0.547750540912673,-0.147645919312726
20043,20,0.476367666982608,NA
20045,20,0.415194706038588,0.861798865848884
20049,20,4.36078431372549,NA
20051,20,0.40258853541607,-0.0201364793825465
20053,20,0.478485343834266,0.644520768487711
20055,20,0.521260368173924,0.580681746994885
20057,20,0.153597205607434,-0.0443868983961884
20059,20,0.51871302186897,-0.311332996421345
20061,20,0.201690178972488,NA
20063,20,0.108679778456332,-0.117956593295839
20065,20,-0.32434476296476,NA
20067,20,-0.121704486779106,NA
20073,20,0.552655190094668,-0.561962321681368
20077,20,0.775212641041268,NA
20079,20,0.310955257119584,-0.756362757731959
20081,20,-0.11261451726568,-0.60317775571003
20085,20,0.114284204426322,-0.913336885100337
20087,20,0.0555377917169537,0.17507094520847
20089,20,-1,NA
20091,20,0.255794026264531,0.295579023554707
20093,20,-0.188502103424593,-1
20095,20,-0.509255698883445,0.0907164052564646
20097,20,0.556646528420386,0.125723223642923
20099,20,-0.215073074642515,NA
20101,20,-1,NA
20103,20,0.306508253976015,0.226520871153461
20105,20,0.397828362114077,NA
20107,20,0.259980802019672,NA
20109,20,0.835239272640448,NA
20111,20,0.261493856609267,-0.49541562105681
20113,20,0.170320670829615,0.250768546567141
20115,20,1.84364027467233,NA
20117,20,0.13107107711926,NA
20119,20,3.48571428571429,-0.299267798722542
20121,20,0.181041325569139,-0.323751082650216
20123,20,0.216211291086351,NA
20125,20,0.251184461628351,5.56228270292225
20127,20,-0.147394587772607,0.122027649769585
20129,20,4.5224795329639,7.45922746781117
20131,20,-0.628135151281693,NA
20133,20,-0.322576705190554,0.303235152100434
20135,20,-0.817340067340067,NA
20137,20,-0.17307712595637,-0.565543695797198
20139,20,-0.361949162383103,1.82585203657523
20141,20,-0.244714704130434,NA
20143,20,-0.188418645750878,NA
20145,20,0.743422231177941,NA
20147,20,0.684955705882244,2.07219251336898
20149,20,0.369928172064981,NA
20151,20,-0.303901606312937,-0.253094059405941
20153,20,0.662791933186831,NA
20155,20,1.12999403680627,0.124215618517568
20157,20,-0.410120450271706,-0.335408275357012
20159,20,-0.0504106747056872,5.19169027384325
20161,20,0.16166401646951,NA
20163,20,0.578906860947085,NA
20165,20,0.951270454741471,NA
20167,20,-0.430708542358591,-0.395238349436823
20169,20,0.11898667119585,0.583204117666684
20171,20,0.693502765412739,-0.534454923952757
20173,20,0.240316256941509,0.189523884275677
20175,20,-0.0018863263384409,-0.506391893751546
20177,20,0.196521125414984,-0.0392167048271368
20179,20,-0.572579960973954,NA
20181,20,-0.366882706318551,-0.570679333036465
20183,20,2.40180220940316,NA
20185,20,0.0266349881205453,NA
20189,20,0.35162912689858,-0.184799090219864
20191,20,-0.0352067177150977,0.245623389318404
20193,20,0.742078587776608,0.256789348533557
20195,20,-0.0333406605931827,NA
20197,20,-0.418441755460323,-0.534591194968553
20199,20,-1,8.42857142857142
20201,20,-0.0894061646352792,NA
20203,20,-0.778042959427208,NA
20205,20,0.529798025385975,NA
20207,20,1.19891823868627,NA
20209,20,0.313616911528303,0.0743251514156196
21001,21,-0.0865231830474158,0.421639233945736
21003,21,0.00445833133576394,-0.181930554433187
21005,21,0.00422887589116224,0.198828381212174
21007,21,-0.270457596629417,-0.0853854774009059
21009,21,0.155541889863689,-0.0608860721434272
21011,21,-0.230621936093472,0.49687510710733
21013,21,0.194534841805169,0.110676865338256
21015,21,0.0552238605975091,0.187653140490396
21017,21,0.315091699281147,1.10366149876078
21019,21,-0.0438768967221364,0.234117728020269
21021,21,0.0314979155312978,0.0508133066633354
21023,21,-0.560873294543221,0.212359091031938
21025,21,0.231824557194818,-0.400250196088855
21027,21,0.082246794019297,-0.243349557627485
21029,21,0.0247546848325644,0.111526809432378
21031,21,0.0125315077284308,0.474184006016282
21033,21,0.188868015906894,0.0485866690696644
21035,21,0.25139720091427,1.96580146924943
21037,21,0.00901041476673745,0.0540462426233879
21039,21,2.82459437596744,-1
21041,21,-0.219956976823061,-0.0295941676293063
21043,21,0.0395155536922206,0.465579469127707
21045,21,0.568111074739407,-0.445014849146303
21047,21,0.811316430933566,0.0912448550793341
21049,21,-0.0147024405494919,-0.294132946653821
21051,21,-0.0532444065201456,-0.00967352700201558
21053,21,-0.309178665958194,-0.491625286898495
21055,21,-0.267683020975031,NA
21057,21,-0.553733230684822,1.27323443020242
21059,21,0.625801659310354,-0.0706321308982647
21061,21,-0.219030764211298,-0.0329657551474324
21063,21,0.556862642141814,0.488694305317191
21065,21,-0.0941564507104736,-0.101306474497262
21067,21,0.0090795087493384,0.0940855589875449
21069,21,0.322018925115554,-0.433327235636247
21071,21,-0.126244073894733,-0.0912115546330761
21073,21,-0.0143339746582871,0.17449399670465
21075,21,0.114129812015889,0.0315347568224061
21077,21,-0.0481328128971309,0.0129780397397378
21079,21,0.0420274340190307,-0.234778514533966
21081,21,-0.0933405369549254,0.0582341067266361
21083,21,0.275196418092859,0.441370783787842
21085,21,-0.0892385162799561,0.0545228203689228
21087,21,0.750753577654251,-0.119289534050284
21089,21,-0.0908294316788225,0.46000644357223
21091,21,-0.00925136841647659,8.04670391728929
21093,21,0.0228384362121935,0.178962665079317
21095,21,-0.156176960907078,-0.17831133539939
21097,21,0.228012906644414,-0.13461070327566
21099,21,0.0180292004021495,-0.0842449234773982
21101,21,-0.0125930858633189,1.50334918376474
21103,21,-0.223961383885788,0.140216401051429
21105,21,-1,NA
21107,21,0.273328358241193,0.761197429847785
21109,21,-0.115759521895229,-0.194693755667883
21111,21,0.0247173617988508,0.106263720583153
21113,21,-0.0178787020670843,-0.00144320378428136
21115,21,0.204857624530054,0.24720527399915
21117,21,0.104152044218021,0.00786843553796732
21119,21,-0.174157452714752,-0.347209754788857
21121,21,2.00646078691475,-0.231803412896335
21123,21,0.20768109845951,1.15069927967589
21125,21,0.119825139978578,-0.0915733966503917
21127,21,0.371763262638793,-0.448916387398003
21129,21,0.454633569375394,-0.335073328361919
21131,21,0.082318326418529,0.14829398501406
21133,21,0.266166270188503,0.470083458281363
21135,21,-0.0378123854251092,-0.189677458020093
21137,21,-0.109582785834445,0.32437342173292
21139,21,-0.190266873991717,-0.408317437068631
21141,21,0.422753343731516,0.136655795876054
21143,21,0.0267256357169742,-0.153725043411204
21145,21,0.124198449388944,-0.088257782688087
21147,21,0.286068097153839,0.130232099803114
21149,21,-0.190778312836223,-0.10692308956593
21151,21,0.0203109992552479,-0.162114965827654
21153,21,-0.134379919955043,-0.228423151435579
21155,21,-0.161444950241917,0.473141104998896
21157,21,0.0748343908607697,0.46688884372561
21159,21,-0.105829706137086,-0.206753016029765
21161,21,-0.290458908592587,-0.00542424634325724
21163,21,0.0804035306746008,0.605512490989833
21165,21,-0.16074362997655,-0.0242177453921988
21167,21,-0.129332930988357,-0.195240377687312
21169,21,0.212057654630072,1.42713248157857
21171,21,2.12622315949452,0.26790450928382
21173,21,0.51017220527635,0.435299844995646
21175,21,-0.178154633748315,-0.354918032786885
21177,21,0.467282207543299,-0.185552102494812
21179,21,0.00844409474392712,-0.0232811544121448
21181,21,-0.345189617560678,-0.0585875186765342
21183,21,0.281877060863511,0.829386319985169
21185,21,-0.0310611140863061,0.0117611704001766
21187,21,-0.251003454504875,-0.427533784256944
21189,21,-0.219400195148259,-0.150550666596406
21191,21,-0.436433228767945,2.21514911103958
21193,21,0.358933034843372,-0.288280876505349
21195,21,-0.111273635751647,0.182445585705011
21197,21,0.204145499522758,-0.00181943069243312
21199,21,0.0747327460076308,0.0353528321352596
21201,21,115.896226415094,-0.155349821896284
21203,21,0.0768239024414299,0.104875401421201
21205,21,0.010471647719084,0.647844896506635
21207,21,-0.0687386638763121,0.157047306596288
21209,21,-0.0169596851129502,-0.0944961864173804
21211,21,0.253662551332745,0.0557853643129938
21213,21,0.0701186521189449,-0.0204993409998625
21215,21,0.0955048174119871,0.0450055929805859
21217,21,0.283036500219131,-0.300356261073633
21219,21,0.0617091188454347,0.104053716650021
21221,21,0.301831249227448,0.0379709405907739
21223,21,0.14997930999195,-0.368088394559136
21225,21,0.599323144981533,-0.535004238061793
21227,21,0.0355233822707376,0.115009932382157
21229,21,1.29017916224881,-0.183338272013316
21231,21,0.300325796809247,-0.150264285676758
21233,21,-0.384153597730715,-0.0243865427490881
21235,21,0.970845944506154,-0.139767680769084
21237,21,0.0581368639278074,-0.461151486961995
21239,21,0.0302093895085795,0.437858354672622
22001,22,0.729690027494837,0.268684518943381
22003,22,0.13441510169554,-0.274369762360281
22005,22,0.607540240801338,0.192546703611362
22007,22,0.162801634151093,0.0210911469687483
22009,22,0.106170353534781,0.0229834582230186
22011,22,0.802834928669069,-0.0280993112317981
22013,22,0.387251708922376,-0.0593313225923978
22015,22,0.484542816482613,-0.288609198898604
22017,22,0.316594143646597,0.44640211597383
22019,22,0.139305127318615,0.962203260829975
22021,22,2.5740022242537,-0.358816639851324
22023,22,0.329279006113451,0.586373479926703
22025,22,-0.298442487863843,-1
22027,22,0.845908641886625,NA
22029,22,-0.255432846516809,-0.177674740372883
22031,22,0.734369394721835,0.52277181518333
22033,22,0.227089220319593,0.209699926782084
22035,22,-0.140012051332161,NA
22037,22,-0.370834722293908,-0.202905136180712
22039,22,0.0630854792182342,0.373246566543801
22041,22,-0.009542575436725,0.104578087381073
22043,22,-0.469271978196494,0.00582428584882061
22045,22,0.636893630071947,0.111688494977264
22047,22,0.242841722201569,0.294986677839409
22049,22,-0.483247299118376,0.422747535919353
22051,22,0.877582168503284,1.291382966052
22053,22,0.0379846492077744,0.0674786891673601
22055,22,0.311704011850022,0.380655031871665
22057,22,0.17254260846984,0.210914047962771
22059,22,-0.149428221513124,1.97008471600621
22061,22,0.172514754514328,-0.172992970318659
22063,22,0.362929447301331,0.0945407918379075
22065,22,-0.446697441117722,-0.306136515533262
22067,22,0.375772998358936,0.706933983353407
22069,22,0.0584291024439162,-0.112560773361205
22071,22,0.66994629468553,-0.00630621636111035
22073,22,0.332905137391348,0.0824730505638223
22075,22,0.350158285466423,5.81778179906433
22077,22,1.45459865542996,-0.611230440640624
22079,22,0.205329119449035,0.453684787558333
22081,22,-0.405665193253411,-0.0826339622880361
22083,22,-0.0626783720886148,-0.203177275062099
22085,22,1.51478647778905,0.938079819791296
22087,22,0.611614393771539,-0.0230784069703337
22089,22,2.7916657292578,-0.118474132481613
22091,22,1.0602787169338,1.97559366754617
22093,22,-0.359706428188136,0.143570432344141
22095,22,-0.133866111948941,0.464806234483925
22097,22,0.193347407422324,0.879544142395119
22099,22,4.18782068389164,0.287935766708924
22101,22,0.159272089030271,0.396736367681758
22103,22,0.223996965262108,0.0718918137548054
22105,22,0.669603488579363,-0.00872812510172123
22107,22,-1,NA
22109,22,0.205621970803487,0.773430338727077
22111,22,-0.169415559600089,0.000169808614613233
22113,22,0.172002615201682,1.30822372004876
22115,22,0.160882386664451,0.354819022132268
22117,22,0.20168951290303,-0.101841957216827
22119,22,-0.179837590419935,0.0659374116596866
22121,22,-0.0698357219417168,0.525554688077858
22123,22,0.154145104352733,-0.219567077394079
22125,22,0.0776278080696328,1.04713716556681
22127,22,-0.091629279544763,-0.442199594302129
23001,23,0.796394625977032,0.137102988724046
23003,23,0.068581392390616,0.0730195006741955
23005,23,0.0950775498411216,0.00440690768173928
23007,23,0.0806617539068911,1.47232117148119
23009,23,0.0542017997506346,0.729574314273501
23011,23,0.135130248769267,0.127656909816037
23013,23,0.0824863118454569,0.0908807376066522
23015,23,-0.0229605003933257,0.11090293506095
23017,23,-0.00951322277911564,-0.0146172308850897
23019,23,0.0844346103176499,-0.05754258014662
23021,23,0.132827760803911,-0.363589695725219
23023,23,-0.12597760363802,-0.0539312642096464
23025,23,0.04855732852928,-0.0428869486153296
23027,23,0.011372733929073,0.774136652317164
23029,23,0.0339686058871889,0.0187096988737144
23031,23,0.115080431113306,0.128430423706796
24001,24,0.0471304833749927,-0.042328984078093
24003,24,0.258234302779913,-0.080094078000838
24005,24,0.0648843256540975,0.0729229313204421
24009,24,0.0982138314814147,0.0980944364039463
24011,24,0.0761968469359372,-0.0647032731132292
24013,24,0.0144865100534929,-0.00668918920740474
24015,24,0.102598287621639,0.0918411442683417
24017,24,0.0719537931447647,-0.0852154681644678
24019,24,0.0721745365188663,0.0898950544063563
24021,24,0.0472216848631098,0.129837321982526
24023,24,0.499372601697517,0.0642963777594303
24025,24,0.0924598446409936,-0.0776352445860825
24027,24,0.123634641258948,0.116073236558239
24029,24,0.0561126813185017,0.388242751992822
24031,24,0.126528904385249,0.0000917086045275025
24033,24,0.194418048157339,0.0703229344805663
24035,24,0.0262831274119231,0.067921782654566
24037,24,0.578070034430502,0.0470839289616227
24039,24,0.0435380263467359,0.064495891573589
24041,24,0.0414353984235622,0.0855679259682967
24043,24,0.0673769919049459,0.0894174733901722
24045,24,-0.0539132368206307,-0.0959272061593097
24047,24,4.22543561871978,-0.149093091768965
24510,24,0.0511303785046641,-0.0613077723728179
25001,25,0.459160269074968,0.111612577813639
25003,25,1.35065922732807,0.147814702123359
25005,25,0.46531547681962,0.218988012896973
25007,25,0.0151348043814769,-0.32417929339838
25009,25,0.477899296576784,0.104797125912083
25011,25,0.0572781995058786,0.402482369133436
25013,25,1.0519492838414,-0.150295151142651
25015,25,0.0920644510618479,-0.167385314438639
25017,25,0.885036919086897,0.176738723708108
25019,25,-0.0890790812383224,0.301724466210406
25021,25,0.34741685223761,0.0443127632746628
25023,25,1.53144217010118,0.0944209799918921
25025,25,0.299195676760156,-0.0843517422972455
25027,25,0.782881922629379,-0.0478717042246249
26001,26,-0.240468383433313,0.0522947494224388
26003,26,0.118645248246289,-0.180215927935377
26005,26,-0.0225492987383432,0.0749938204330519
26007,26,-0.0112134999838234,-0.0415245743518701
26009,26,-0.0333415511214411,0.294842663993107
26011,26,0.221204133967502,-0.375712690185058
26013,26,0.264543069933677,1.15271547307753
26015,26,-0.00885763880455939,0.151806942644189
26017,26,-0.0236926144588844,-0.0519859240244645
26019,26,-0.545726758394408,0.0470046587748331
26021,26,0.140470057162953,-0.128022375220642
26023,26,0.0133748098831939,-0.00495980483915451
26025,26,0.299194768435201,0.0997458774633826
26027,26,-0.121757498449941,-0.0656689951843688
26029,26,-0.200595436050295,-0.0554296887488724
26031,26,-0.216184728583477,0.0557074993047296
26033,26,-0.0336124732294425,0.418318483996405
26035,26,0.414909984374531,0.43373162551095
26037,26,-0.207305216956119,0.0623546900101861
26039,26,0.00909297731412365,0.32789445873423
26041,26,0.117887486799902,0.405250149051785
26043,26,0.358465386283755,0.656345397427879
26045,26,0.106356275498622,0.100453184833534
26047,26,0.177401064917168,0.377221653247821
26049,26,0.457228259980239,0.105920927343203
26051,26,0.581643727590997,5.21863260072533
26053,26,-0.184970736985702,0.102863531113814
26055,26,-0.0382797549809539,0.430863780744534
26057,26,-0.190027460043973,0.192514094406387
26059,26,0.140571255063035,0.410270799707613
26061,26,-0.10217283437249,0.00208245698241052
26063,26,0.0406461101801126,0.168989949860491
26065,26,0.00614261191739231,0.129996651168119
26067,26,-0.152383332148853,0.0957052404062919
26069,26,0.551271400822319,0.171414997359632
26071,26,-0.0862675768367247,0.0528759791791833
26073,26,-0.076662984536368,0.260237903167212
26075,26,0.169279759393001,0.0952455239164483
26077,26,0.0948089289371734,0.145259181205464
26079,26,-0.0831722789911664,0.38321595348783
26081,26,0.18109240434901,0.099974300042785
26085,26,-0.417693434285766,0.0628754270318654
26087,26,-0.00641015524858961,0.659043688199702
26089,26,-0.107652656621729,-0.0747725990825718
26091,26,-0.0745482575073693,0.222268412949487
26093,26,0.14301288085686,0.15362824510704
26095,26,0.359889684229166,-0.243354669573576
26097,26,4.4596281890569,0.527969451460365
26099,26,0.0884581824175405,0.262783326335043
26101,26,-0.107312914723619,0.397370214411078
26103,26,0.0508453545997091,0.54545183969136
26105,26,-0.127456841531627,-0.0566080515585072
26107,26,-0.0181089292211306,0.138751667327631
26109,26,-0.431108422619389,0.896402181307119
26111,26,1.12067546575244,0.148431316219192
26113,26,0.591323574765372,-0.693674375861541
26115,26,-0.00816965630848645,0.0253341034045064
26117,26,-0.268628110993537,0.315419621228009
26119,26,-0.361315798868483,0.167876385996364
26121,26,0.0841000973202514,0.7157319332883
26123,26,-0.113139403866105,-0.275675722239905
26125,26,0.112556899810251,0.0777934519753073
26127,26,-0.102296155637807,-0.244849276602852
26129,26,0.268478180621387,0.0361330586313847
26131,26,4.35833099827873,4.86496059857443
26133,26,-0.0537612592462601,-0.25241210523964
26135,26,-0.281749332830506,0.152234212206589
26137,26,0.074991120017957,0.186858276496488
26139,26,0.0128143958961485,0.164710751906982
26141,26,0.0483180211402947,7.21471487585476
26143,26,-0.0805404940211986,0.531720253641394
26145,26,-0.00916496221417121,0.0725992354485257
26147,26,0.0712098576646965,0.0560568203999286
26149,26,0.0350106281719693,0.0741838751936513
26151,26,-0.0821754479359675,0.618151071802612
26153,26,4.9946631966987,0.289300921972316
26155,26,-0.0384877614421471,-0.228778617181507
26157,26,-0.284375776510457,0.0976291709602204
26159,26,0.00339116229444089,-0.039437671323988
26161,26,0.215601132444691,0.111721634667077
26163,26,0.0804020015266744,0.562449727363812
26165,26,-0.070693715310448,0.489136888286905
27001,27,-0.692132937007305,-0.349183502592952
27003,27,2.60300362207974,0.402697037510948
27005,27,0.155276938091368,0.0698116017565104
27007,27,0.421996325240331,-0.484478737719082
27009,27,0.214449351384127,0.124030920669269
27011,27,3.52818371607516,NA
27013,27,1.10602153464377,-0.0443183401099827
27015,27,0.0815878372623729,1.68186372403501
27017,27,0.172750269934481,2.13878542366877
27019,27,0.0991090078213104,-0.0201472976356778
27021,27,0.189732402085782,0.585869135732572
27023,27,0.0258895339157824,0.228992618085936
27025,27,-0.00510669284418347,9.12922324292279
27027,27,0.0261410469605085,1.13560982016552
27029,27,-1,-0.783840503672613
27031,27,0.706365258246045,-0.0860563940984199
27033,27,0.538761277111321,0.631714357429719
